PM10,66,76,128.5,73,92.5,64.5,63.5,77,120.5,69.5,8,,,,,,,,,,,,,
PM10,61,86.5,86,66,69.5,71.5,70,68.5,89,55.5,8,,,,,,,,,,,,,
PM10,62.5,64,75.5,80,87,83,60,58,72,101.5,8,,,,,,,,,,,,,
PM10,66.5,75,51.5,101.5,90.5,91.5,61.5,64.5,73,47,8,,,,,,,,,,,,,
PM10,53.5,101.5,73,85.5,62.5,78,84.5,69.5,78.5,46,8,,,,,,,,,,,,,
PM10,54,94,75,56,76.5,65,81,73.5,66,47,8,,,,,,,,,,,,,
PM10,56.5,86.5,62.5,54.5,76.5,80,75.5,69.5,50,53,8,,,,,,,,,,,,,
PM10,60.5,85,71.5,66,67,67.5,75,60.5,78.5,103.5,8,,,,,,,,,,,,,
PM10,74,79,60,85,65.5,77,73,63,92.5,52,8,,,,,,,,,,,,,
PM10,75,79.5,64.5,78.5,73.5,67,55.5,72.5,77,57.5,8,,,,,,,,,,,,,
PM10,82,71,59,75,80,60,77,69,80,57,8,,,,,,,,,,,,,
PM10,68.5,65,54.5,74,83.5,88.5,76,74,66,69,8,,,,,,,,,,,,,
PM10,74.5,78,51.5,70.5,79.5,79,74,74,69,55,8,,,,,,,,,,,,,
PM10,83.5,55,64,72.5,75,82.5,65.5,75.5,84.5,50,8,,,,,,,,,,,,,
PM10,76.5,78,57.5,59.5,70.5,51,51.5,64,97,39,8,,,,,,,,,,,,,
PM10,76.5,69.5,46,45,63.5,53,48,66,69.5,32,8,,,,,,,,,,,,,
PM10,61,61,78.5,57.5,64,69.5,52.5,70.5,52.5,32,8,,,,,,,,,,,,,
PM10,59.5,76,78.5,67.5,76,95,77.5,66,36,50,8,,,,,,,,,,,,,
PM10,74,78.5,69,81,66,92.5,95.5,74.5,54.5,56,8,,,,,,,,,,,,,
PM10,71.5,56,52,78.5,62.5,82.5,69.5,56,42,69.5,8,,,,,,,,,,,,,
PM10,97.5,54.5,64,74,68.5,65,47,62.5,39,76,8,,,,,,,,,,,,,
PM10,93.5,57,66,69,88,68,58.5,73,57.5,63,8,,,,,,,,,,,,,
PM10,71.5,71,56,71,84,68,61.5,67,53,61,8,,,,,,,,,,,,,
PM10,52,75,77,79.5,75,69,73,61,57,58.5,8,,,,,,,,,,,,,
PM10,58.5,51.5,86,57.5,82.5,55.5,63,51,59,55,8,,,,,,,,,,,,,
PM10,71.5,61,71.5,68.5,90,63,64.5,85,56,57,8,,,,,,,,,,,,,
PM10,58,54,39,92,77,62,79,53.5,59.5,60,8,,,,,,,,,,,,,
PM10,68,36,60,74.5,64,51,84.5,47,64.5,54,8,,,,,,,,,,,,,
PM10,84,53,51.5,101.5,51,52,55.5,58,82,59,8,,,,,,,,,,,,,
